area_size;sunlight_need;environment_type;climate_type;fertilizer_frequency;pesticide_frequency;has_pet;has_child;suggested_plant;user_feedback;id;watering_frequency
Large;Can live in shade;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Prayer Pepper;0;2185;Daily
Large;Can live in shade;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Hollyhock;0;2186;Daily
Large;Bright indirect light;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Snowdrop;0;2187;Daily
Large;Bright indirect light;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Morning Glory;0;2188;Daily
Large;Bright indirect light;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Money Tree;0;2189;Daily
Small;Bright indirect light;Outdoor;All seasons;Never needed;Never needed;No;Yes;Corn;0;2190;Daily
Small;Bright indirect light;Outdoor;All seasons;Never needed;Never needed;No;Yes;Chinese Evergreen;0;2191;Daily
Small;Bright indirect light;Outdoor;All seasons;Never needed;Never needed;No;Yes;Sedge;0;2192;Daily
Small;1-2 hours daily;Indoor;Summer;1-2 times a year;Monthly;Yes;Yes;Bamboo Palm;0;2193;Daily
Small;1-2 hours daily;Indoor;Summer;1-2 times a year;Monthly;Yes;Yes;Coleus;0;2194;Daily
Small;1-2 hours daily;Indoor;Summer;1-2 times a year;Monthly;Yes;Yes;Watermelon Peperomia;0;2195;Daily
Medium;1-2 hours daily;Outdoor;All seasons;1-2 times a year;Monthly;Yes;Yes;Henbane;0;2196;Daily
Medium;1-2 hours daily;Outdoor;All seasons;1-2 times a year;Monthly;Yes;Yes;Kangaroo Paw Fern;0;2197;Daily
Medium;1-2 hours daily;Outdoor;All seasons;1-2 times a year;Monthly;Yes;Yes;Acorn Squash;0;2198;Daily
Small;1-2 hours daily;Semi-outdoor;Winter;Monthly;Monthly;Yes;Yes;Carrot Plant;0;2199;Daily
Small;1-2 hours daily;Semi-outdoor;Winter;Monthly;Monthly;Yes;Yes;Strawberry Plant;0;2200;Daily
Small;1-2 hours daily;Semi-outdoor;Winter;Monthly;Monthly;Yes;Yes;Yew;0;2201;Daily
Mini;Can live in shade;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Iris;0;2202;Daily
Mini;Can live in shade;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Marjoram;0;2203;Daily
Mini;Can live in shade;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Clove;0;2204;Daily
Small;1-2 hours daily;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Dracaena;0;2205;Every 2-3 days
Small;1-2 hours daily;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Bok Choy;0;2206;Every 2-3 days
Small;1-2 hours daily;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Arum Lily;0;2207;Every 2-3 days
Small;1-2 hours daily;Outdoor;Summer;1-2 times a year;Never needed;Yes;No;Wandering Jew;0;2208;Monthly
